Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$14,065,277",Unfaithful,Twentieth Century Fox,"May 8, 2002 (Domestic)",R,2 hr 4 min,,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,"['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan']","['Adrian Lyne', 'Claude Chabrol', 'Alvin Sargent', 'William Broyles Jr.', 'G. Mac Brown', 'Adrian Lyne', 'Jan A.P. Kaczmarek', 'Peter Biziou', 'Anne V. Coates', 'Brian Morris']"
"$17,814,259",Snow Dogs,Walt Disney Studios Motion Pictures,"January 18, 2002 (Domestic)",PG,1 hr 39 min,,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.","['Cuba Gooding Jr.', 'James Coburn', 'Sisqó', 'Nichelle Nichols']","['Brian Levant', 'Jim Kouf', 'Tommy Swerdlow', 'Michael Goldberg', 'Mark Gibson', 'Philip Halprin', 'Gary Paulsen', 'Jordan Kerner', 'John Debney', 'Thomas E. Ackerman', 'Roger Bondelli', 'Stephen J. Lineweaver']"
"$20,212,543",We Were Soldiers,Paramount Pictures,"March 1, 2002 (Domestic)",R,2 hr 18 min,,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.","['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott']","['Randall Wallace', 'Harold G. Moore', 'Joseph Lee Galloway', 'Randall Wallace', 'Bruce Davey', 'Stephen McEveety', 'Randall Wallace', 'Nick Glennie-Smith', 'Dean Semler', 'William Hoy', 'Thomas E. Sanders']"
"$20,930,169",Insomnia,Warner Bros.,"May 24, 2002 (Domestic)",R,1 hr 58 min,,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan']","['Christopher Nolan', 'Hillary Seitz', 'Nikolaj Frobenius', 'Erik Skjoldbjærg', 'Broderick Johnson', 'Paul Junger Witt', 'Andrew A. Kosove', 'Edward L. McDonnell', 'David Julyan', 'Wally Pfister', 'Dody Dorn', 'Nathan Crowley']"
"$11,889,631",Return to Never Land,Walt Disney Studios Motion Pictures,"February 15, 2002 (Domestic)",G,1 hr 12 min,,"In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.","['Blayne Weaver', 'Harriet Owen', 'Corey Burton', 'Jeff Bennett']","['Robin Budd', 'Donovan Cook', 'Temple Mathews', 'Carter Crocker', 'J.M. Barrie', 'Christopher Chase', 'Michelle Pappalardo-Robinson', 'Dan Rounds', 'Joel McNeely', 'Anthony F. Rocco', 'John Kleber']"
"$12,083,248",Treasure Planet,Walt Disney Studios Motion Pictures,"November 6, 2002 (France)",PG,1 hr 35 min,,"Jim Hawkins is a teenager who finds the map of a great treasure hidden by a space pirate. Together with some friends, he sets off in a large spaceship, shaped like a caravel, on his quest.","['Joseph Gordon-Levitt', 'Emma Thompson', 'Martin Short', 'Roscoe Lee Browne']","['Ron Clements', 'John Musker', 'Robert Louis Stevenson', 'Ron Clements', 'John Musker', 'Rob Edwards', 'Ron Clements', 'John Musker', 'Ted Elliott', 'Terry Rossio', 'Ron Clements', 'Roy Conli', 'John Musker', 'James Newton Howard', 'Michael Kelly', 'Frank Nissen', 'Steven Olds']"
"$338,622",The Hours,Paramount Pictures,"December 27, 2002 (Domestic)",PG-13,1 hr 50 min,,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.","['Meryl Streep', 'Nicole Kidman', 'Julianne Moore', 'Stephen Dillane']","['Stephen Daldry', 'Michael Cunningham', 'David Hare', 'Robert Fox', 'Scott Rudin', 'Philip Glass', 'Seamus McGarvey', 'Peter Boyle', 'Maria Djurkovic']"
,Asterix & Obelix: Mission Cleopatra,,"January 30, 2002 (France)",PG,1 hr 47 min,Adventure Comedy Family Fantasy,Asterix and Obelix go to Egypt to help architect Edifis who is building a palace for Cleopatra.,"['Gérard Depardieu', 'Christian Clavier', 'Jamel Debbouze', 'Monica Bellucci']","['Alain Chabat', 'René Goscinny', 'Albert Uderzo', 'Alain Chabat', 'Alex Berger', 'Claude Berri', 'Philippe Chany', 'Laurent Dailland', 'Stéphane Pereira', 'Hoang Thanh At']"
"$282,367",About Schmidt,New Line Cinema,"March 14, 2002 (Norway)",R,2 hr 5 min,,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.","['Jack Nicholson', 'Hope Davis', 'Dermot Mulroney', 'Kathy Bates']","['Alexander Payne', 'Louis Begley', 'Alexander Payne', 'Jim Taylor', 'Michael Besman', 'Harry Gittes', 'Rolfe Kent', 'James Glennon', 'Kevin Tent', 'Jane Ann Stewart']"
"$15,051,028",The Tuxedo,DreamWorks Distribution,"September 27, 2002 (Domestic)",PG-13,1 hr 38 min,,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.,"['Jackie Chan', 'Jennifer Love Hewitt', 'Jason Isaacs', 'Debi Mazar']","['Kevin Donovan', 'Phil Hay', 'Matt Manfredi', 'Michael J. Wilson', 'Michael J. Wilson', 'Michael Leeson', 'Adam Schroeder', 'John H. Williams', 'Christophe Beck', 'John Debney', 'Stephen F. Windon', 'Craig Herring', 'Paul D. Austerberry', 'Monte Hallis']"
"$17,707,106",Resident Evil,Screen Gems,"March 15, 2002 (Domestic)",R,1 hr 40 min,,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey', 'Oscar Pearce']","['Paul W.S. Anderson', 'Paul W.S. Anderson', 'Paul W.S. Anderson', 'Jeremy Bolt', 'Bernd Eichinger', 'Samuel Hadida', 'Marco Beltrami', 'Marilyn Manson', 'David Johnson', 'Alexander Berner', 'Richard Bridgland']"
"$20,275,194",John Q,New Line Cinema,"February 15, 2002 (Domestic)",PG-13,1 hr 56 min,,John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.,"['Denzel Washington', 'Robert Duvall', 'Gabriela Oltean', 'Kimberly Elise']","['Nick Cassavetes', 'James Kearns', 'Mark Burg', 'Oren Koules', 'Aaron Zigman', 'Rogier Stoffers', 'Dede Allen', 'Stefania Cella']"
"$12,229,529",40 Days and 40 Nights,Miramax,"March 1, 2002 (Domestic)",R,1 hr 36 min,Comedy Romance,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.","['Josh Hartnett', 'Shannyn Sossamon', 'Paulo Costanzo', 'Adam Trese']","['Michael Lehmann', 'Rob Perez', 'Tim Bevan', 'Eric Fellner', 'Michael London', 'Rolfe Kent', 'Elliot Davis', 'Nicholas C. Smith', 'Sharon Seymour']"
"$17,128,062",Changing Lanes,Paramount Pictures,"April 12, 2002 (Domestic)",R,1 hr 38 min,,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.","['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton', 'Toni Collette']","['Roger Michell', 'Chap Taylor', 'Chap Taylor', 'Michael Tolkin', 'Scott Rudin', 'David Arnold', 'Salvatore Totino', 'Christopher Tellefsen', 'Kristi Zea']"
"$10,061,858",28 Days Later,Fox Searchlight,"February 28, 2002 (Norway)",R,1 hr 53 min,,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","['Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Alex Palmer']","['Danny Boyle', 'Alex Garland', 'Andrew Macdonald', 'John Murphy', 'Anthony Dod Mantle', 'Chris Gill', 'Mark Tildesley']"
"$15,632,281",Reign of Fire,Walt Disney Studios Motion Pictures,"July 12, 2002 (Domestic)",PG-13,1 hr 41 min,,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.","['Matthew McConaughey', 'Christian Bale', 'Izabella Scorupco', 'Gerard Butler']","['Rob Bowman', 'Gregg Chabot', 'Kevin Peterka', 'Gregg Chabot', 'Kevin Peterka', 'Matt Greenberg', 'Gary Barber', 'Roger Birnbaum', 'Lili Fini Zanuck', 'Richard D. Zanuck', 'Edward Shearmur', 'Adrian Biddle', 'Thom Noble', 'Wolf Kroeger']"
"$16,021,684",The Rookie,Walt Disney Studios Motion Pictures,"March 29, 2002 (Domestic)",,2 hr 7 min,Drama Family Sport,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,"['Dennis Quaid', 'JD Evermore', 'Rachel Griffiths', 'Jay Hernandez']","['John Lee Hancock', 'Mike Rich', 'Mark Ciardi', 'Gordon Gray', 'Mark Johnson', 'Carter Burwell', 'John Schwartzman', 'Eric L. Beason', 'Barry Robison']"
"$22,763,437",Jackass: The Movie,Paramount Pictures,"October 25, 2002 (Domestic)",R,1 hr 25 min,,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,"['Johnny Knoxville', 'Bam Margera', 'Chris Pontius', 'Steve-O']","['Jeff Tremaine', 'Jeff Tremaine', 'Spike Jonze', 'Johnny Knoxville', 'Bam Margera', 'Steve-O', 'Preston Lacy', 'Chris Pontius', 'Dave England', 'Ryan Dunn', 'Ehren McGhehey', 'Brandon DiCamillo', 'Dimitry Elyashkevich', 'Whitey McConnaughy', 'Sean Cliver', 'Loomis Fall', 'Tim Payne', 'Anne Zogby', 'Phil Clapp', 'Vernon Chatman', 'Spike Jonze', 'Johnny Knoxville', 'Jeff Tremaine', 'Sam Spiegel', 'Dimitry Elyashkevich', 'Liz Ewart', 'Mark Hansen', 'Kristine Young Gaffney']"
"$15,058,432",Collateral Damage,Warner Bros.,"February 8, 2002 (Domestic)",R,1 hr 48 min,,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.","['Arnold Schwarzenegger', 'John Leguizamo', 'Francesca Neri', 'Elias Koteas']","['Andrew Davis', 'Ronald Roose', 'David Griffiths', 'Peter Griffiths', 'David Griffiths', 'Peter Griffiths', 'David Foster', 'Steven Reuther', 'Graeme Revell', 'Adam Greenberg', 'Dov Hoenig', 'Dennis Virkler', 'Philip Rosenberg']"
"$15,011,430",Showtime,Warner Bros.,"March 15, 2002 (Domestic)",PG-13,1 hr 35 min,,"A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm.","['Robert De Niro', 'Eddie Murphy', 'Rene Russo', 'Rachael Harris']","['Tom Dey', 'Jorge Saralegui', 'Keith Sharon', 'Alfred Gough', 'Miles Millar', 'Jane Rosenthal', 'Jorge Saralegui', 'Alan Silvestri', 'Thomas Kloss', 'Billy Weber', 'Jeff Mann']"
"$14,520,412",Windtalkers,Metro-Goldwyn-Mayer (MGM),"June 14, 2002 (Domestic)",R,2 hr 14 min,,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.","['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich']","['John Woo', 'John Rice', 'Joe Batteer', 'Terence Chang', 'Tracie Graham-Rice', 'Alison R. Rosenzweig', 'John Woo', 'James Horner', 'Jeffrey L. Kimball', 'Jeff Gullo', 'Steven Kemper', 'Tom Rolf', 'Holger Gross']"
"$20,627,433",Barbershop,Metro-Goldwyn-Mayer (MGM),"September 13, 2002 (Domestic)",PG-13,1 hr 42 min,,A day in the life of a South Side Chicago barbershop.,"['Ice Cube', 'Cedric The Entertainer', 'Eve', 'Anthony Anderson']","['Tim Story', 'Mark Brown', 'Mark Brown', 'Don D. Scott', 'Marshall Todd', 'Mark Brown', 'Robert Teitel', 'George Tillman Jr.', 'Terence Blanchard', 'Tom Priestley Jr.', 'John Carter', 'Roger G. Fortune']"
"$161,528",Bend It Like Beckham,Fox Searchlight,"April 12, 2002 (United Kingdom)",PG-13,1 hr 52 min,Comedy Drama Romance Sport,"Two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional football.","['Parminder Nagra', 'Keira Knightley', 'Jonathan Rhys Meyers', 'Anupam Kher']","['Gurinder Chadha', 'Gurinder Chadha', 'Guljit Bindra', 'Paul Mayeda Berges', 'Gurinder Chadha', 'Deepak Nayar', 'Craig Pruess', 'Jong Lin', 'Justin Krish', 'Nick Ellis']"
"$11,376,150",The Count of Monte Cristo,Walt Disney Studios Motion Pictures,"January 25, 2002 (Domestic)",PG-13,2 hr 11 min,,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","['Jim Caviezel', 'Guy Pearce', 'Christopher Adamson', 'JB Blanc']","['Kevin Reynolds', 'Alexandre Dumas', 'Jay Wolpert', 'Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Edward Shearmur', 'Andrew Dunn', 'Stephen Semel', 'Christopher Womack', 'Mark Geraghty']"
"$16,167,412",Divine Secrets of the Ya-Ya Sisterhood,Warner Bros.,"June 7, 2002 (Domestic)",PG-13,1 hr 56 min,,"After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends.","['Sandra Bullock', 'Ellen Burstyn', 'Fionnula Flanagan', 'James Garner']","['Callie Khouri', 'Rebecca Wells', 'Mark Andrus', 'Callie Khouri', 'Bonnie Bruckheimer', 'Hunt Lowry', 'T Bone Burnett', 'David Mansfield', 'John Bailey', 'Andrew Marcus', 'David J. Bomba']"
"$11,835,389",E.T. the Extra-Terrestrial,Universal Pictures,"June 11, 1982 (Domestic)",PG,1 hr 55 min,,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote', 'Dee Wallace']","['Steven Spielberg', 'Melissa Mathison', 'Kathleen Kennedy', 'Steven Spielberg', 'John Williams', 'Allen Daviau', 'Carol Littleton', 'Jim Bissell']"
"$9,430,667",The Sweetest Thing,Sony Pictures Releasing,"April 12, 2002 (Domestic)",R,1 hr 24 min,,"Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.","['Cameron Diaz', 'Thomas Jane', 'Christina Applegate', 'Lillian Adams']","['Roger Kumble', 'Nancy M. Pimental', 'Cathy Konrad', 'Edward Shearmur', 'Anthony B. Richmond', 'Wendy Greene Bricmont', 'David Rennie', 'Jon Gary Steele']"
"$11,503,423",Ghost Ship,Warner Bros.,"October 25, 2002 (Domestic)",R,1 hr 31 min,,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.","['Julianna Margulies', 'Gabriel Byrne', 'Ron Eldard', 'Desmond Harrington']","['Steve Beck', 'Mark Hanlon', 'Mark Hanlon', 'John Pogue', 'Gilbert Adler', 'Joel Silver', 'Robert Zemeckis', 'John Frizzell', 'Gale Tattersall', 'Roger Barton', ""Graham 'Grace' Walker""]"
"$18,513,305",Star Trek: Nemesis,Paramount Pictures,"December 13, 2002 (Domestic)",PG-13,1 hr 56 min,,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth.","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","['Stuart Baird', 'Gene Roddenberry', 'John Logan', 'Rick Berman', 'Brent Spiner', 'John Logan', 'Rick Berman', 'Jerry Goldsmith', 'Jeffrey L. Kimball', 'Dallas Puett', 'Herman F. Zimmerman']"
"$11,007,367",Bad Company,Walt Disney Studios Motion Pictures,"June 7, 2002 (Domestic)",PG-13,1 hr 56 min,,"When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock).","['Anthony Hopkins', 'Chris Rock', 'Matthew Marsh', 'Gabriel Macht']","['Joel Schumacher', 'Gary M. Goodman', 'David Himmelstein', 'Jason Richman', 'Michael Browning', 'Michael Browning', 'Jerry Bruckheimer', 'Mike Stenson', 'Eddie Berkeley', 'Trevor Rabin', 'Dariusz Wolski', 'Mark Goldblatt', 'Robert K. Lambert', 'Jan Roelfs']"
"$12,778,459",K-19: The Widowmaker,Paramount Pictures,"July 19, 2002 (Domestic)",PG-13,2 hr 18 min,,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.","['Harrison Ford', 'Sam Spruell', 'Peter Stebbings', 'Christian Camargo']","['Kathryn Bigelow', 'Louis Nowra', 'Christopher Kyle', 'Kathryn Bigelow', 'Edward S. Feldman', 'Sigurjon Sighvatsson', 'Christine Whitaker', 'Klaus Badelt', 'Jeff Cronenweth', 'Walter Murch', 'Karl Júlíusson', 'Michael Novotny']"
"$14,005,550",High Crimes,Twentieth Century Fox,"April 5, 2002 (Domestic)",PG-13,1 hr 55 min,,A successful lawyer's husband is arrested for murdering nine villagers in El Salvador in 1988 as a US soldier under a different name. She decides to defend him in military court and find out the truth about what happened.,"['Jim Caviezel', 'Morgan Freeman', 'Ashley Judd', 'Adam Scott']","['Carl Franklin', 'Joseph Finder', 'Yuri Zeltser', 'Grace Cary Bickley', 'Jesse Beaton', 'Arnon Milchan', 'Janet Yang', 'Graeme Revell', 'Theo van de Sande', 'Carole Kravetz Aykanian', 'Paul Peters']"
"$12,179,420",Like Mike,Twentieth Century Fox,"July 3, 2002 (Domestic)",PG,1 hr 39 min,,"A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them.","['Shad Moss', 'Jonathan Lipnicki', 'Morris Chestnut', 'Brenda Song']","['John Schultz', 'Michael Elliot', 'Michael Elliot', 'Jordan Moffet', 'Peter Heller', 'Barry Josephson', 'Richard Gibbs', 'Shawn Maurer', 'Peter E. Berger', 'John Pace', 'Arlan Jay Vetter']"
"$6,013,847",The Wild Thornberrys,Paramount Pictures,"December 20, 2002 (Domestic)",PG,1 hr 25 min,,"After losing a cheetah cub to ruthless poachers, Eliza must redeem her folly and go on a quest to save him.","['Tim Curry', 'Rupert Everett', 'Flea', 'Lacey Chabert']","['Cathy Malkasian', 'Jeff McGrath', 'Kate Boutilier', 'Arlene Klasky', 'Gabor Csupo', 'Steve Pepoon', 'David Silverman', 'Stephen Sustarsic', ""William 'Chip' Beaman"", 'Gabor Csupo', 'Arlene Klasky', 'Drew Neumann', 'John Bryant', 'Dima Malanitchev']"
"$209,148",Bowling for Columbine,United Artists,"October 9, 2002 (France)",R,2 hr,,Filmmaker Michael Moore explores the roots of America's predilection for gun violence.,"['Michael Moore', 'Charlton Heston', 'Marilyn Manson', 'Salvador Allende']","['Michael Moore', 'Michael Moore', 'Charles Bishop', 'Jim Czarnecki', 'Michael Donovan', 'Kathleen Glynn', 'Michael Moore', 'Jeff Gibbs', 'Kurt Engfehr']"
"$12,604,705",Drumline,Twentieth Century Fox,"December 13, 2002 (Domestic)",PG-13,1 hr 58 min,,A band director recruits a Harlem street drummer to play at a Southern university.,"['Nick Cannon', 'Zoe Saldana', 'Orlando Jones', 'Leonard Roberts']","['Charles Stone III', 'Shawn Schepps', 'Tina Gordon', 'Shawn Schepps', 'Timothy M. Bourne', 'Wendy Finerman', 'Jody Gerson', 'John Powell', 'Shane Hurlbut', 'Patricia Bowers', 'Bill Pankow', 'Charles C. Bennett']"
