,Release Group,Worldwide,Domestic,Foreign,Year
952,Blood Moon Party,6709383.0,0.0,6709383.0,2020
953,Innocence,6688330.0,0.0,6659968.0,2020
954,Shubh Mangal Zyada Saavdhan,6574905.0,0.0,6574905.0,2020
955,Chhapaak,6532100.0,604334.0,5927766.0,2020
956,"Love Me, Love Me Not",6494241.0,0.0,6494241.0,2020
957,Hammamet,6434874.0,0.0,6434874.0,2020
958,Lindenberg! Mach dein Ding,6404964.0,0.0,6404964.0,2020
959,Midnight Swan,6397065.0,0.0,6397065.0,2020
960,Nausicaä of the Valley of the Wind 2020 Re-release,6395525.0,0.0,6395525.0,2020
961,Simply Black,6323750.0,0.0,6323750.0,2020
962,My Boyfriend's Meds,6292780.0,2971116.0,3321664.0,2020
963,Bill & Ted Face the Music,6274027.0,3439660.0,2834367.0,2020
964,Hotel Belgrade,6189882.0,0.0,6189882.0,2020
965,How to Be a Good Wife,6033430.0,0.0,6033430.0,2020
966,The Legacy Of Dr. Death: Black File,6024046.0,0.0,6024046.0,2020
967,A Piece of Cake,6008448.0,0.0,6008448.0,2020
968,The Rhythm Section,5989583.0,5437971.0,551612.0,2020
969,How I Became a Gangster,5975729.0,0.0,5975729.0,2020
970,The Innocent,5929392.0,22549.0,5906843.0,2020
971,Twiceborn,5880157.0,11527.0,5868630.0,2020
972,The Royal Bride,5830719.0,0.0,5830719.0,2020
973,Beasts Clawing at Straws,5796059.0,0.0,5796059.0,2020
974,The Lion King 2020 Re-release,5773266.0,0.0,5773266.0,2020
975,Last Letter,5663972.0,0.0,5663972.0,2020
976,Yowamushi Pedal: The Movie 2020 Re-release,5624218.0,0.0,5624218.0,2020
977,Hocus Pocus 2020 Re-release,5609193.0,4828000.0,781193.0,2020
978,Klassikokkutulek 2: Pulmad ja matused,5543147.0,0.0,5543147.0,2020
979,Mama Weed,5461144.0,29151.0,5431993.0,2020
980,Divorce Club,5316313.0,0.0,5316313.0,2020
981,Cats & Dogs 3: Paws Unite,5300000.0,0.0,5300000.0,2020
982,Cindy La Regia,5222322.0,0.0,5222322.0,2020
983,Run,5184368.0,0.0,5184368.0,2020
984,Love Aaj Kal,5120794.0,0.0,5120794.0,2020
985,Masked Ward,5107013.0,0.0,5107013.0,2020
986,Ayyappanum Koshiyum,5088713.0,0.0,5088713.0,2020
987,Baba Parasi,5084342.0,0.0,5084342.0,2020
988,Die Känguru-Chroniken,5081127.0,0.0,5081127.0,2020
989,The Real Exorcist,5035830.0,0.0,5035830.0,2020
990,Mayday,5011408.0,0.0,5011408.0,2020
991,Bheeshma,4997080.0,0.0,4997080.0,2020
992,Made in Abyss: Dawn of the Deep Soul,4971635.0,0.0,4971635.0,2020
993,Godai - The Wunderkind,4948225.0,0.0,4948225.0,2020
994,Military Wives,4890505.0,0.0,4890505.0,2020
995,Panga,4886124.0,582720.0,4303404.0,2020
996,The Tales for Old and Young,4853143.0,0.0,4853143.0,2020
997,Streltsov,4850073.0,0.0,4850073.0,2020
998,Persian Lessons,4849240.0,0.0,4849240.0,2020
999,The SpongeBob Movie: Sponge on the Run,4810790.0,4810790.0,0.0,2020
1000,Avengers: Endgame,2799439100.0,858373000.0,1941066100.0,2019
1001,The Lion King,1656943394.0,543638043.0,1113305351.0,2019
1002,Frozen II,1450026933.0,477373578.0,972653355.0,2019
1003,Spider-Man: Far from Home,1131927996.0,390532085.0,741395911.0,2019
1004,Captain Marvel,1128274794.0,426829839.0,701444955.0,2019
1005,Joker,1078751311.0,335451311.0,743300000.0,2019
1006,Star Wars: Episode IX - The Rise of Skywalker,1074144248.0,515202542.0,558941706.0,2019
1007,Toy Story 4,1073394593.0,434038008.0,639356585.0,2019
1008,Aladdin,1050693953.0,355559216.0,695134737.0,2019
1009,Jumanji: The Next Level,801693929.0,320314960.0,481378969.0,2019
1010,Fast & Furious Presents: Hobbs & Shaw,760732926.0,173956935.0,586775991.0,2019
1011,Ne Zha,726063471.0,3695533.0,722367938.0,2019
1012,The Wandering Earth,699856699.0,5971413.0,693885286.0,2019
1013,How to Train Your Dragon: The Hidden World,521799505.0,160799505.0,361000000.0,2019
1014,Maleficent: Mistress of Evil,491730089.0,113929605.0,377800484.0,2019
1015,It Chapter Two,473093228.0,211593228.0,261500000.0,2019
1016,"My People, My Country",450064993.0,2356683.0,447708310.0,2019
1017,Pokémon: Detective Pikachu,433305346.0,144105346.0,289200000.0,2019
1018,The Secret Life of Pets 2,431164459.0,158980250.0,272184209.0,2019
1019,The Captain,417282021.0,706572.0,416575449.0,2019
1020,Alita: Battle Angel,404980543.0,85838210.0,319142333.0,2019
1021,Godzilla: King of the Monsters,387300138.0,110500138.0,276800000.0,2019
1022,1917,384580017.0,159227644.0,225352373.0,2019
1023,Once Upon a Time... in Hollywood,377426903.0,142502728.0,234924175.0,2019
1024,Shazam!,365971656.0,140371656.0,225600000.0,2019
1025,Dumbo,353284621.0,114766307.0,238518314.0,2019
1026,John Wick: Chapter 3 - Parabellum,327777335.0,171015687.0,156761648.0,2019
1027,Crazy Alien,327598891.0,0.0,327598891.0,2019
1028,Knives Out,312897920.0,165363234.0,147534686.0,2019
1029,Terminator: Dark Fate,261119292.0,62253077.0,198866215.0,2019
1030,Parasite,258098332.0,53369749.0,204728583.0,2019
1031,Us,256022707.0,175084580.0,80938127.0,2019
1032,Pegasus,255863112.0,0.0,255863112.0,2019
1033,Men in Black: International,253890701.0,80001807.0,173888894.0,2019
1034,Dark Phoenix,252442974.0,65845974.0,186597000.0,2019
1035,Glass,246999039.0,111048468.0,135950571.0,2019
1036,The Bravest,245179562.0,290217.0,244889345.0,2019
1037,Annabelle Comes Home,231252591.0,74152591.0,157100000.0,2019
1038,Better Days,225918798.0,1921657.0,223997141.0,2019
1039,Ford v Ferrari,225508210.0,117624357.0,107883853.0,2019
1040,Little Women,218843645.0,108101214.0,110742431.0,2019
1041,The Addams Family,203044905.0,100044905.0,103000000.0,2019
1042,Rocketman,195320400.0,96368160.0,98952240.0,2019
1043,Downton Abbey,194694725.0,96853865.0,97840860.0,2019
1044,Weathering with You,192822685.0,8056636.0,184766049.0,2019
1045,The Lego Movie 2: The Second Part,192306508.0,105806508.0,86500000.0,2019
1046,Sheep Without a Shepherd,191602146.0,0.0,191602146.0,2019
1047,The White Storm 2: Drug Lords,189396380.0,609461.0,188786919.0,2019
1048,Abominable,188623517.0,60716390.0,127907127.0,2019
1049,Ip Man 4: The Finale,176345966.0,3956031.0,172389935.0,2019
1050,Gemini Man,173469516.0,48546770.0,124922746.0,2019
1051,Spies in Disguise,171616764.0,66757013.0,104859751.0,2019
1052,Hustlers,157563598.0,104963598.0,52600000.0,2019
1053,The Climbers,156892866.0,487157.0,156405709.0,2019
1054,Escape Room,155712077.0,57005601.0,98706476.0,2019
1055,Yesterday,154608856.0,73286650.0,81322206.0,2019
1056,The Angry Birds Movie 2,147792047.0,41667116.0,106124931.0,2019
1057,Angel Has Fallen,146661977.0,69030436.0,77631541.0,2019
1058,Ad Astra,127461872.0,50188370.0,77273502.0,2019
1059,Midway,127390389.0,56846802.0,70543587.0,2019
1060,The Upside,125852517.0,108252517.0,17600000.0,2019
1061,Last Christmas,123446172.0,35150750.0,88295422.0,2019
1062,The Curse of La Llorona,123233739.0,54733739.0,68500000.0,2019
1063,Looking Up,122994583.0,84267.0,122910316.0,2019
1064,Zombieland: Double Tap,122810399.0,73123082.0,49687317.0,2019
1065,Dora and the Lost City of Gold,120597108.0,60477943.0,60119165.0,2019
1066,Extreme Job,119932733.0,1565885.0,118366848.0,2019
1067,Wonder Park,119559110.0,45216793.0,74342317.0,2019
1068,P Storm,117991727.0,326711.0,117665016.0,2019
1069,Detective Conan: The Fist of Blue Sapphire,115448200.0,0.0,115448200.0,2019
1070,The Gentlemen,115171795.0,36471795.0,78700000.0,2019
1071,Pet Sematary,113118226.0,54724696.0,58393530.0,2019
1072,Boonie Bears: Blast Into the Past,112367881.0,0.0,112367881.0,2019
1073,Good Boys,111173598.0,83140306.0,28033292.0,2019
1074,Scary Stories to Tell in the Dark,104545505.0,68947075.0,35598430.0,2019
1075,Line Walker 2: Invisible Spy,99482027.0,296751.0,99185276.0,2019
1076,The Hustle,97409779.0,35417038.0,61992741.0,2019
1077,The New King of Comedy,95618308.0,0.0,95618308.0,2019
1078,Adoring,94975692.0,0.0,94975692.0,2019
1079,Five Feet Apart,92554209.0,45729221.0,46824988.0,2019
1080,Crawl,91542097.0,39014193.0,52527904.0,2019
1081,Rambo: Last Blood,91490353.0,44819352.0,46671001.0,2019
1082,Jojo Rabbit,90335025.0,33370906.0,56964119.0,2019
1083,Serial (Bad) Weddings 2,87761988.0,0.0,87761988.0,2019
1084,One Piece: Stampede,81562741.0,1298528.0,80264213.0,2019
1085,A Dog's Way Home,80708134.0,42004346.0,38703788.0,2019
1086,A Dog's Journey,78870908.0,22782371.0,56088537.0,2019
1087,Cold Pursuit,76419755.0,32138862.0,44280893.0,2019
1088,Cats,75558925.0,27166770.0,48392155.0,2019
1089,A Madea Family Funeral,74747725.0,73257045.0,1490680.0,2019
1090,Charlie's Angels,73279888.0,17803077.0,55476811.0,2019
1091,Doctor Sleep,72381712.0,31581712.0,40800000.0,2019
1092,What Men Want,72216294.0,54611903.0,17604391.0,2019
1093,Exit,69501772.0,470699.0,69031073.0,2019
1094,After,69497587.0,12138565.0,57359022.0,2019
1095,Playing with Fire,69412425.0,44451847.0,24960578.0,2019
1096,A Beautiful Day in the Neighborhood,67925733.0,61704055.0,6221678.0,2019
1097,War,67179155.0,4654000.0,62525155.0,2019
1098,Doraemon: Nobita's Chronicle of the Moon Exploration,65406606.0,0.0,65406606.0,2019
1099,Happy Death Day 2U,64600152.0,28148130.0,36452022.0,2019
1100,White Snake,62098770.0,34730.0,62064040.0,2019
1101,Bombshell,61404394.0,31762808.0,29641586.0,2019
1102,Ashfall,61354854.0,372562.0,60982292.0,2019
1103,Ma,61220784.0,45896028.0,15324756.0,2019
1104,My Best Summer,60011073.0,0.0,60011073.0,2019
1105,Ready or Not,57615777.0,28714231.0,28901546.0,2019
1106,Jade Dynasty,57149764.0,0.0,57149764.0,2019
1107,The Perfect Secret,56573047.0,0.0,56573047.0,2019
1108,The Big Shot,56040681.0,0.0,56040681.0,2019
1109,Hellboy,55064690.0,21903748.0,33160942.0,2019
1110,Les Misérables,54606372.0,330181.0,54276191.0,2019
1111,Long Shot,53873809.0,30316271.0,23557538.0,2019
1112,Just Mercy,50901502.0,36001502.0,14900000.0,2019
1113,Son of a Rich,50803834.0,0.0,50803834.0,2019
1114,Kingdom,50574061.0,0.0,50574061.0,2019
1115,Breakthrough,50444358.0,40713082.0,9731276.0,2019
1116,Uncut Gems,50023780.0,50023780.0,0.0,2019
1117,21 Bridges,49939757.0,28539757.0,21400000.0,2019
1118,Song of Youth,49615508.0,0.0,49615508.0,2019
1119,The Grudge,49511319.0,21221803.0,28289516.0,2019
1120,Little,48987096.0,40860481.0,8126615.0,2019
1121,Isn't It Romantic,48791187.0,48791187.0,0.0,2019
1122,The Legend of Hei,48507082.0,0.0,48507082.0,2019
1123,Countdown,48021766.0,25621766.0,22400000.0,2019
1124,Midsommar,47850980.0,27426361.0,20424619.0,2019
1125,Queen & Slim,47834125.0,43808310.0,4025815.0,2019
1126,47 Meters Down: Uncaged,47582563.0,22260900.0,25321663.0,2019
1127,Chasing the Dragon II: Wild Wild Bunch,45733356.0,196634.0,45536722.0,2019
1128,Judy,45701880.0,24313888.0,21387992.0,2019
1129,Child's Play,44907074.0,29208403.0,15698671.0,2019
1130,Richard Jewell,44645542.0,22345542.0,22300000.0,2019
1131,Harriet,43347017.0,43082155.0,264862.0,2019
1132,A Shaun the Sheep Movie: Farmageddon,43100248.0,0.0,43100248.0,2019
1133,Fighting with My Family,41503392.0,22958886.0,18544506.0,2019
1134,Masquerade Hotel,40396244.0,0.0,40396244.0,2019
1135,The Last Wish,39756292.0,0.0,39756292.0,2019
1136,Uri: The Surgical Strike,39346577.0,4186168.0,35160409.0,2019
1137,Overcomer,38026103.0,34746945.0,3279158.0,2019
1138,T-34,37410850.0,0.0,37410850.0,2019
1139,Pain and Glory,37359689.0,4567338.0,32792351.0,2019
1140,A Witness Out of the Blue,37092694.0,0.0,37092694.0,2019
1141,The Intruder,36599361.0,35419122.0,1180239.0,2019
1142,The Queen's Corgi,35515687.0,0.0,35515687.0,2019
1143,Warrior of the Hornor,34291831.0,0.0,34291831.0,2019
1144,The Battle: Roar to Victory,34148707.0,0.0,34148707.0,2019
1145,The Bad Guys: The Movie,34024386.0,166972.0,33857414.0,2019
1146,The Good Liar,33856058.0,17156058.0,16700000.0,2019
1147,The Art of Racing in the Rain,33766787.0,26395642.0,7371145.0,2019
1148,Brightburn,33224654.0,17300439.0,15924215.0,2019
1149,Bharat,33185983.0,2971549.0,30214434.0,2019
1150,Fly Me to the Saitama,32802347.0,0.0,32802347.0,2019
1151,UglyDolls,32450241.0,20150241.0,12300000.0,2019
1152,Stuber,32390945.0,22370452.0,10020493.0,2019
1153,Hit Me Anyone One More Time!,32333512.0,0.0,32333512.0,2019
1154,Somewhere Winter,32218990.0,0.0,32218990.0,2019
1155,The Kid Who Would Be King,32140970.0,16790790.0,15350180.0,2019
1156,Two Tigers,32001580.0,0.0,32001580.0,2019
1157,Anna,31626978.0,7743794.0,23883184.0,2019
1158,My Dear Liar,31177968.0,90545.0,31087423.0,2019
1159,The Wild Goose Lake,31064835.0,12573.0,31052262.0,2019
1160,My Hero Academia: Heroes Rising,29971229.0,13304000.0,16667229.0,2019
1161,Fall In Love At First Kiss,29206238.0,0.0,29206238.0,2019
1162,Gully Boy,28299498.0,5566534.0,22732964.0,2019
1163,Kim Ji-young: Born 1982,27696393.0,0.0,27696393.0,2019
1164,Pokémon: Mewtwo Strikes Back - Evolution,27347118.0,0.0,27347118.0,2019
1165,Almost a Comedy,26990962.0,0.0,26990962.0,2019
1166,Total Dhamaal,26911995.0,2167632.0,24744363.0,2019
1167,Missing Link,26565710.0,16649539.0,9916171.0,2019
1168,No Manches Frida 2,26493648.0,9270920.0,17222728.0,2019
1169,The Confidence Man JP,26228317.0,0.0,26228317.0,2019
1170,The Confidence Man JP: The Movie,25958189.0,0.0,25958189.0,2019
1171,"The Gangster, the Cop, the Devil",25775371.0,216494.0,25558877.0,2019
1172,Bodies at Rest,25293853.0,0.0,25293853.0,2019
1173,Booksmart,24959607.0,22680962.0,2278645.0,2019
1174,Super 30,24701637.0,2269878.0,22431759.0,2019
1175,Skyfire,24444590.0,1105.0,24443485.0,2019
1176,Start-Up,24106579.0,0.0,24106579.0,2019
1177,Pinocchio,23841090.0,1831718.0,22009372.0,2019
1178,A Rainy Day in New York,23805899.0,0.0,23805899.0,2019
1179,The Peanut Butter Falcon,23712090.0,20457151.0,3254939.0,2019
1180,Little White Lies 2,23623665.0,0.0,23623665.0,2019
1181,Ossan's Love: Love or Dead,23422744.0,0.0,23422744.0,2019
1182,Only Cloud Knows,23414998.0,0.0,23414998.0,2019
1183,Dark Waters,23108017.0,11136084.0,11971933.0,2019
1184,The Farewell,23076657.0,17695781.0,5380876.0,2019
1185,The Knight of Shadows: Between Yin and Yang,22936257.0,0.0,22936257.0,2019
1186,Black and Blue,22741061.0,22055313.0,685748.0,2019
1187,Late Night,22386555.0,15499454.0,6887101.0,2019
1188,Unplanned,21585326.0,19005109.0,2580217.0,2019
1189,Crazy Romance,21386368.0,0.0,21386368.0,2019
1190,Shaft,21360215.0,21360215.0,0.0,2019
1191,Hotel Mumbai,21314816.0,9651611.0,11663205.0,2019
1192,Integrity,21290004.0,0.0,21290004.0,2019
1193,The Secret Mission,21083522.0,0.0,21083522.0,2019
1194,This Is Tomas,20084169.0,0.0,20084169.0,2019
1195,The Specials,19363826.0,0.0,19363826.0,2019
1196,Always Miss You,19015465.0,91884.0,18923581.0,2019
1197,An Officer and a Spy,18899214.0,0.0,18899214.0,2019
1198,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951.0,0.0,18738951.0,2019
1199,Greta,18653107.0,10532219.0,8120888.0,2019
1200,Avengers: Infinity War,2048359754.0,678815482.0,1369544272.0,2018
1201,Black Panther,1346913161.0,700059566.0,646853595.0,2018
1202,Jurassic World: Fallen Kingdom,1308467944.0,417719760.0,890748184.0,2018
1203,Incredibles 2,1242805359.0,608581744.0,634223615.0,2018
1204,Aquaman,1151961807.0,335061807.0,816900000.0,2018
1205,Bohemian Rhapsody,903655259.0,216428042.0,687227217.0,2018
1206,Venom,856085151.0,213515506.0,642569645.0,2018
1207,Mission: Impossible - Fallout,791115104.0,220159104.0,570956000.0,2018
1208,Deadpool 2,734546611.0,318491426.0,416055185.0,2018
1209,Fantastic Beasts: The Crimes of Grindelwald,655755901.0,159555901.0,496200000.0,2018
1210,Ant-Man and the Wasp,622674139.0,216648740.0,406025399.0,2018
1211,Ready Player One,583490172.0,137690172.0,445800000.0,2018
1212,Operation Red Sea,579330426.0,1543547.0,577786879.0,2018
1213,Detective Chinatown 2,544185156.0,1983984.0,542201172.0,2018
1214,Ralph Breaks the Internet,529323962.0,201091711.0,328232251.0,2018
1215,The Meg,529243742.0,145443742.0,383800000.0,2018
1216,Hotel Transylvania 3: Summer Vacation,528583774.0,167510016.0,361073758.0,2018
1217,The Grinch,512453517.0,271478510.0,240975007.0,2018
1218,Bumblebee,467989645.0,127195589.0,340794056.0,2018
1219,Dying to Survive,451176639.0,0.0,451176639.0,2018
1220,A Star Is Born,436388866.0,215288866.0,221100000.0,2018
1221,Rampage,428128233.0,101028233.0,327100000.0,2018
1222,Mamma Mia! Here We Go Again,395044706.0,120634935.0,274409771.0,2018
1223,Solo: A Star Wars Story,392924807.0,213767512.0,179157295.0,2018
1224,Spider-Man: Into the Spider-Verse,375582637.0,190241310.0,185341327.0,2018
1225,Fifty Shades Freed,371985018.0,100407760.0,271577258.0,2018
1226,Hello Mr. Billionaire,366961907.0,0.0,366961907.0,2018
1227,The Nun,366050119.0,117450119.0,248600000.0,2018
1228,Monster Hunt 2,361682618.0,706153.0,360976465.0,2018
1229,Peter Rabbit,351266433.0,115253424.0,236013009.0,2018
1230,Mary Poppins Returns,349537494.0,171958438.0,177579056.0,2018
1231,A Quiet Place,340939361.0,188024361.0,152915000.0,2018
1232,Green Book,321752656.0,85080171.0,236672485.0,2018
1233,Skyscraper,304868961.0,68420120.0,236448841.0,2018
1234,Ocean's Eight,297718711.0,140218711.0,157500000.0,2018
1235,Pacific Rim: Uprising,290930148.0,59874525.0,231055623.0,2018
1236,Maze Runner: The Death Cure,288175335.0,58032443.0,230142892.0,2018
1237,Tomb Raider,274950803.0,58250803.0,216700000.0,2018
1238,Halloween,255485178.0,159342015.0,96143163.0,2018
1239,Crazy Rich Asians,239032921.0,174532921.0,64500000.0,2018
1240,Smallfoot,217940103.0,83240103.0,134700000.0,2018
1241,Creed II,214215889.0,115715889.0,98500000.0,2018
1242,Us and Them,209221380.0,0.0,209221380.0,2018
1243,The Island,198326350.0,670883.0,197655467.0,2018
1244,Christopher Robin,197744377.0,99215042.0,98529335.0,2018
1245,The Equalizer 2,190400157.0,102084362.0,88315795.0,2018
1246,Project Gutenberg,188116796.0,0.0,188116796.0,2018
1247,The Mule,174804407.0,103804407.0,71000000.0,2018
1248,The Nutcracker and the Four Realms,173961069.0,54858851.0,119102218.0,2018
1249,Insidious: The Last Key,167885588.0,67745330.0,100140258.0,2018
1250,The Predator,160542134.0,51024708.0,109517426.0,2018
1251,Johnny English Strikes Again,158970776.0,4412170.0,154558606.0,2018
1252,Red Sparrow,151572634.0,46874505.0,104698129.0,2018
1253,More Than Blue,142958164.0,722669.0,142235495.0,2018
1254,The First Purge,137056262.0,69488745.0,67567517.0,2018
1255,How Long Will I Love U,136796719.0,746933.0,136049786.0,2018
1256,A Wrinkle in Time,132675864.0,100478608.0,32197256.0,2018
1257,The House with a Clock in Its Walls,131457147.0,68549695.0,62907452.0,2018
1258,Instant Family,120556201.0,67363237.0,53192964.0,2018
1259,A Cool Fish,118153135.0,551876.0,117601259.0,2018
1260,Game Night,117679066.0,69179066.0,48500000.0,2018
1261,Dragon Ball Super: Broly,115750445.0,30712119.0,85038326.0,2018
1262,The Monkey King 3,115084576.0,187074.0,114897502.0,2018
1263,First Man,105697415.0,44936545.0,60760870.0,2018
1264,Book Club,104438188.0,68566296.0,35871892.0,2018
1265,Night School,103105878.0,77339130.0,25766748.0,2018
1266,Detective Conan: Zero the Enforcer,101860359.0,0.0,101860359.0,2018
1267,Alpha,99630675.0,35857181.0,63773494.0,2018
1268,Along With the Gods: The Last 49 Days,97962238.0,1200246.0,96761992.0,2018
1269,A Simple Favor,97644617.0,53548586.0,44096031.0,2018
1270,Boonie Bears: The Big Shrink,96845907.0,0.0,96845907.0,2018
1271,The Favourite,95918706.0,34366783.0,61551923.0,2018
1272,Truth or Dare,95330493.0,41411015.0,53919478.0,2018
1273,Kill Mobile,94870905.0,0.0,94870905.0,2018
1274,I Feel Pretty,94539426.0,48795601.0,45743825.0,2018
1275,Blockers,94017294.0,60311495.0,33705799.0,2018
1276,BlacKkKlansman,93400823.0,49275340.0,44125483.0,2018
1277,Goosebumps 2: Haunted Halloween,93320380.0,46700633.0,46619747.0,2018
1278,Shadow,91708374.0,521396.0,91186978.0,2018
1279,Overboard,91244913.0,50316123.0,40928790.0,2018
1280,Sherlock Gnomes,90497778.0,43242871.0,47254907.0,2018
1281,Detective Dee: The Four Heavenly Kings,90040771.0,262963.0,89777808.0,2018
1282,"Hello, Mrs. Money",86874070.0,0.0,86874070.0,2018
1283,Robin Hood,86489031.0,30824628.0,55664403.0,2018
1284,I Can Only Imagine,86086881.0,83482352.0,2604529.0,2018
1285,Hidden Man,85170581.0,0.0,85170581.0,2018
1286,Mortal Engines,83672673.0,15951040.0,67721633.0,2018
1287,iPartment the Movie,81096321.0,0.0,81096321.0,2018
1288,Doraemon the Movie: Nobita's Treasure Island,80920916.0,0.0,80920916.0,2018
1289,Den of Thieves,80509622.0,44947622.0,35562000.0,2018
1290,Hereditary,80080156.0,44069456.0,36010700.0,2018
1291,Code Blue: The Movie,78778562.0,0.0,78778562.0,2018
1292,Tag,78230625.0,54730625.0,23500000.0,2018
1293,Sanju,76693052.0,7909317.0,68783735.0,2018
1294,Vice,76073488.0,47836282.0,28237206.0,2018
1295,Widows,75984700.0,42402632.0,33582068.0,2018
1296,Sicario: Day of the Soldado,75837743.0,50072235.0,25765508.0,2018
1297,Searching,75462037.0,26020957.0,49441080.0,2018
1298,The Spy Who Dumped Me,75320680.0,33562069.0,41758611.0,2018
1299,Animal World,74922830.0,0.0,74922830.0,2018
1300,Amazing China,72506343.0,0.0,72506343.0,2018
1301,Second Act,72282227.0,39282227.0,33000000.0,2018
1302,Spirited Away 2018 Re-release,70186029.0,1175067.0,69010962.0,2018
1303,Shoplifters,67999335.0,3313513.0,64685822.0,2018
1304,12 Strong,67359190.0,45819713.0,21539477.0,2018
1305,"Love, Simon",66316289.0,40826341.0,25489948.0,2018
1306,Mile 22,66308758.0,36108758.0,30200000.0,2018
1307,Life of the Party,65659911.0,53059911.0,12600000.0,2018
1308,L Storm,64517456.0,0.0,64517456.0,2018
1309,Capernaum,64417003.0,1661096.0,62755907.0,2018
1310,Isle of Dogs,64241499.0,32015231.0,32226268.0,2018
1311,Andhadhun,62475342.0,1193046.0,61282296.0,2018
1312,Adrift,59945012.0,31445012.0,28500000.0,2018
1313,The 15:17 to Paris,57176286.0,36276286.0,20900000.0,2018
1314,A or B,56239049.0,0.0,56239049.0,2018
1315,Go Brother!,54663060.0,0.0,54663060.0,2018
1316,Early Man,54622814.0,8267544.0,46355270.0,2018
1317,Peppermint,53918723.0,35418723.0,18500000.0,2018
1318,Teen Titans GO! To the Movies,52390236.0,29790236.0,22600000.0,2018
1319,Slender Man,51738549.0,30569484.0,21169065.0,2018
1320,Breaking In,51411620.0,46840590.0,4571030.0,2018
1321,Cry Me a Sad River,51400614.0,0.0,51400614.0,2018
1322,Once Upon a Deadpool 2018 Re-release,51349833.0,6100309.0,45249524.0,2018
1323,Simmba,51329025.0,5102129.0,46226896.0,2018
1324,Family is Family,49954866.0,0.0,49954866.0,2018
1325,Death Wish,49562710.0,34017028.0,15545682.0,2018
1326,The Magic Tuche,47427990.0,0.0,47427990.0,2018
1327,Golden Job,47287851.0,285795.0,47002056.0,2018
1328,Mary Queen of Scots,46712809.0,16468499.0,30244310.0,2018
1329,Uncle Drew,46664414.0,42469946.0,4194468.0,2018
1330,Acrimony,46403669.0,43549096.0,2854573.0,2018
1331,Asterix: The Secret of the Magic Potion,46214871.0,1271953.0,44942918.0,2018
1332,Bajrangi Bhaijaan 2018 Re-release,45579004.0,0.0,45579004.0,2018
1333,Winchester,44019588.0,25091816.0,18927772.0,2018
1334,Annihilation,43070915.0,32732301.0,10338614.0,2018
1335,The Possession of Hannah Grace,43016528.0,14837422.0,28179106.0,2018
1336,Long Day's Journey Into Night,42140994.0,521365.0,41619629.0,2018
1337,Overlord,41657844.0,21704844.0,19953000.0,2018
1338,The Great Battle,41509280.0,472166.0,41037114.0,2018
1339,The Darkest Minds,41142379.0,12695691.0,28446688.0,2018
1340,"Lost, Found",41043552.0,0.0,41043552.0,2018
1341,Holmes & Watson,40466970.0,30573626.0,9893344.0,2018
1342,Intimate Strangers,39576060.0,0.0,39576060.0,2018
1343,Thugs of Hindostan,39570044.0,1449848.0,38120196.0,2018
1344,Sink or Swim,39193850.0,0.0,39193850.0,2018
1345,Show Dogs,39156854.0,17857020.0,21299834.0,2018
1346,Believer,39047153.0,365639.0,38681514.0,2018
1347,The Spy Gone North,38844509.0,500803.0,38343706.0,2018
1348,On the Basis of Sex,38673750.0,24622687.0,14051063.0,2018
1349,Taxi 5,38598227.0,0.0,38598227.0,2018
1350,Fat Buddies,37496410.0,0.0,37496410.0,2018
1351,Till The End Of The World,37013733.0,118660.0,36895073.0,2018
1352,2.0,36945969.0,4152000.0,32793969.0,2018
1353,Nothing to Lose,36075317.0,1016188.0,35059129.0,2018
1354,Mia and the White Lion,35487190.0,399471.0,35087719.0,2018
1355,The Girl in the Spider's Web,35164920.0,14841338.0,20323582.0,2018
1356,The Hate U Give,34934009.0,29719483.0,5214526.0,2018
1357,Nobody's Fool,33705333.0,31713110.0,1992223.0,2018
1358,Baaghi 2,33139063.0,1319579.0,31819484.0,2018
1359,The Hurricane Heist,32517248.0,6115825.0,26401423.0,2018
1360,All About Me,31920159.0,0.0,31920159.0,2018
1361,Bad Times at the El Royale,31882724.0,17839115.0,14043609.0,2018
1362,Beautiful Boy,31711319.0,7649973.0,24061346.0,2018
1363,Hunter Killer,31672678.0,15767460.0,15905218.0,2018
1364,Super Troopers 2,31626386.0,30617396.0,1008990.0,2018
1365,The Strangers: Prey at Night,31039126.0,24586708.0,6452418.0,2018
1366,Gintama 2: Rules are Made to be Broken,30896653.0,0.0,30896653.0,2018
1367,The Way of the Bug,30355804.0,0.0,30355804.0,2018
1368,Clergy,30114115.0,0.0,30114115.0,2018
1369,Ice,29806210.0,0.0,29806210.0,2018
1370,Free Solo,29390279.0,17541090.0,11849189.0,2018
1371,Dark Figure of Crime,29176133.0,0.0,29176133.0,2018
1372,Pad Man,29045020.0,1670192.0,27374828.0,2018
1373,Mirai,28756961.0,812794.0,27944167.0,2018
1374,Default,27694043.0,203775.0,27490268.0,2018
1375,One Cut of the Dead,27590180.0,52406.0,27537774.0,2018
1376,The Happytime Murders,27506452.0,20706452.0,6800000.0,2018
1377,Midnight Sun,27365467.0,9561064.0,17804403.0,2018
1378,VIP Policeman,27222681.0,0.0,27222681.0,2018
1379,My Neighbor Totoro 2018 Re-release,27083857.0,1144649.0,25939208.0,2018
1380,The Faces of My Gene,26796279.0,0.0,26796279.0,2018
